,pmid,topic
13607,32757246,Treatment;Mechanism
13611,32120965,Mechanism;Prevention;Treatment
13612,32449242,Diagnosis;Treatment
13615,32608572,Treatment;Diagnosis
13620,32365556,Treatment;Mechanism
13630,32380511,Mechanism;Treatment
13641,32681297,Treatment;Mechanism
13642,32775814,Treatment;Diagnosis
13644,32665025,Diagnosis;Treatment
13653,32508078,Mechanism;Treatment
13654,32362193,Treatment
13659,32536150,Treatment
13662,32313885,Treatment
13664,32728654,Treatment;Mechanism;Diagnosis
13668,32283177,Treatment;Mechanism
13669,32668969,Treatment;Mechanism
13671,32758905,Diagnosis;Treatment
13673,32302437,Treatment
13674,32422065,Treatment
13675,32629642,Treatment;Diagnosis
13682,32433465,Treatment;Mechanism
13684,32336723,Treatment
13688,32269021,Treatment
13701,32659271,Treatment
13702,32346813,Treatment;Mechanism
13708,32194944,Treatment;Mechanism
13711,32385672,Treatment;Prevention
13712,32596078,Treatment;Mechanism
13725,32492200,Treatment
13727,32619190,Treatment
13728,32693650,Treatment
13731,32391663,Diagnosis;Treatment
13734,32578156,Treatment
13736,32376593,Treatment
13739,32719672,Treatment;Mechanism
13743,32618693,Treatment;Diagnosis
13744,32623267,Mechanism;Diagnosis;Treatment;Prevention;Transmission
13745,32696108,Treatment
13746,32428144,Treatment;Diagnosis
13748,32191350,Treatment;Transmission
13751,32644876,Treatment;Prevention
13754,32671601,Treatment;Diagnosis
13763,32371558,Treatment
13766,32456368,Treatment;Mechanism
13770,32438383,Treatment;Mechanism
13779,32757497,Treatment
13782,32329222,Diagnosis;Treatment
13784,32755537,Mechanism;Treatment
13786,32750366,Treatment;Mechanism
13790,32346357,Treatment
13803,32216114,Mechanism;Treatment
13809,32311763,Treatment
13814,32551892,Treatment
13815,32735966,Treatment
13820,32315487,Diagnosis;Treatment
13825,32584236,Treatment;Diagnosis
13828,32425269,Treatment;Diagnosis
13833,32673060,Treatment
13838,32729640,Treatment;Mechanism
13848,32745172,Mechanism;Treatment
13849,32438617,Treatment
13852,32712106,Mechanism;Treatment
13857,32396239,Treatment;Diagnosis
13860,32700561,Diagnosis;Treatment
13862,32641296,Treatment
13865,32314492,Treatment
13866,32591496,Treatment;Mechanism
13869,32680695,Diagnosis;Mechanism;Treatment;Transmission
13872,32333993,Mechanism;Treatment
13874,32309814,Treatment
13876,32346493,Diagnosis;Mechanism;Treatment
13877,32712272,Treatment
13885,32566414,Treatment
13887,32419704,Treatment
13889,32398343,Treatment
13892,32551807,Treatment
13894,32366514,Mechanism;Treatment
13898,32544071,Treatment;Diagnosis
13900,32638018,Treatment;Mechanism
13908,32308266,Treatment;Mechanism
13922,32187463,Treatment
13930,32305831,Prevention;Treatment
13933,32360300,Treatment;Mechanism
13938,32392262,Diagnosis;Treatment
13940,32727719,Diagnosis;Treatment
13941,32773989,Treatment;Mechanism
13944,32605780,Treatment
13945,32676824,Treatment;Mechanism;Diagnosis
13946,32328587,Treatment
13949,32492695,Mechanism;Treatment
13950,32476261,Treatment
13957,32560665,Treatment
13963,32497778,Treatment;Mechanism
13973,32710694,Treatment
13982,32716893,Diagnosis;Treatment
13990,32719766,Treatment;Diagnosis
13995,32763298,Treatment;Mechanism
14000,32434431,Mechanism;Treatment;Diagnosis
14002,32679150,Treatment;Mechanism
14003,32665007,Treatment
14005,32294811,Treatment
14010,32490853,Treatment;Diagnosis
14012,32567823,Treatment;Mechanism;Diagnosis
14016,32471929,Treatment
14017,32370766,Treatment
14023,32584868,Diagnosis;Treatment
14025,32304612,Treatment
14026,32098302,Treatment
14027,32754890,Treatment;Mechanism
14030,32588565,Treatment;Diagnosis;Prevention;Mechanism
14032,32651581,Treatment;Mechanism
14038,32511912,Treatment;Mechanism
14039,32574504,Treatment
14044,32398430,Mechanism;Treatment
14052,32719452,Treatment
14054,32512587,Diagnosis;Treatment
14056,32726430,Treatment;Prevention
14061,32344458,Diagnosis;Treatment
14067,32339391,Mechanism;Treatment
14069,32418724,Treatment;Diagnosis
14070,32310915,Treatment;Mechanism
14071,32766285,Treatment;Diagnosis
14072,32662893,Diagnosis;Treatment
14076,32734714,Treatment;Mechanism
14077,32225175,Mechanism;Treatment
14080,32333918,Treatment
14087,32614399,Treatment;Diagnosis
14089,32412159,Diagnosis;Treatment
14091,32317557,Treatment
14092,32064795,Treatment;Diagnosis
14099,32575032,Treatment
14101,32645392,Treatment;Diagnosis
14102,32232685,Diagnosis;Treatment
14106,32231348,Treatment
14107,32636476,Diagnosis;Treatment
14108,32676039,Treatment;Mechanism;Diagnosis
14110,32677734,Diagnosis;Treatment
14115,32601253,Treatment
14117,32573883,Diagnosis;Treatment
14120,32617855,Treatment;Mechanism
14123,32677113,Treatment
14124,32698247,Treatment
14125,32298029,Treatment
14126,32559767,Treatment
14134,32104726,Treatment;Mechanism;Transmission
14141,32702997,Mechanism;Treatment
14143,32386570,Mechanism;Treatment
14144,32387541,Diagnosis;Treatment
14148,32595352,Mechanism;Treatment
14151,32475230,Treatment;Diagnosis
14152,32725866,Treatment
14155,32357074,Treatment
14170,32712334,Treatment
14171,32329756,Mechanism;Treatment
14174,32587651,Treatment;Prevention
14175,32427279,Treatment
14183,32470148,Diagnosis;Treatment
14187,32510173,Diagnosis;Treatment
14194,32562913,Mechanism;Prevention;Treatment
14195,32766251,Treatment
14197,32479824,Treatment;Prevention;Diagnosis
14202,32405423,Treatment
14207,32327427,Diagnosis;Treatment
14211,32358689,Diagnosis;Treatment
14215,32619412,Mechanism;Treatment
14217,32588530,Mechanism;Treatment
14219,32157732,Treatment
14220,32639084,Treatment;Mechanism
14221,32754556,Diagnosis;Treatment
14222,32489023,Treatment
14225,32684351,Treatment
14234,32447629,Treatment
14238,32659385,Treatment;Diagnosis
14243,32431849,Treatment
14250,32617987,Treatment;Mechanism;Diagnosis
14252,32335169,Treatment
14259,32754164,Treatment;Mechanism
14263,32585401,Prevention;Treatment
14264,32391065,Treatment
14265,32544867,Treatment
14273,32582350,Treatment
14281,32432466,Treatment
14282,32560765,Treatment;Mechanism
14289,32724866,Treatment
14290,32717144,Treatment;Diagnosis
14293,32472662,Treatment;Mechanism;Diagnosis
14294,32406317,Treatment;Mechanism
14301,32335097,Treatment;Mechanism
14309,32386438,Treatment;Mechanism
14311,32485315,Treatment;Mechanism
14313,32696004,Treatment;Mechanism
14314,32708205,Treatment;Diagnosis
14322,32493574,Mechanism;Treatment
14332,32445881,Treatment
14335,32649840,Treatment;Diagnosis;Mechanism
14336,32661508,Treatment;Diagnosis
14338,32673567,Treatment;Mechanism
14339,32653469,Treatment;Mechanism;Diagnosis
14342,32691006,Treatment;Prevention
14344,32390064,Treatment;Diagnosis;Mechanism;Transmission;Prevention
14345,32690172,Treatment
14347,32563187,Treatment;Mechanism
14353,32497297,Treatment;Mechanism;Diagnosis
14357,32616373,Treatment
14361,32470350,Treatment
14365,32624257,Treatment;Mechanism
14368,32316065,Treatment
14373,32324357,Prevention;Treatment
14376,32292113,Treatment
14379,32601708,Treatment;Diagnosis
14380,32750459,Treatment
14382,32417802,Transmission;Mechanism;Treatment
14388,32762081,Treatment;Mechanism
14391,32386514,Treatment
14395,32037389,Treatment;Mechanism
14409,32726231,Treatment
14414,32348692,Treatment;Mechanism
14415,32686943,Treatment
14416,32537961,Treatment;Prevention
14420,32364527,Treatment;Mechanism
14424,32540850,Treatment
14425,32394513,Treatment
14427,32591408,Treatment;Mechanism
14429,32087334,Treatment
14430,32707109,Treatment;Prevention
14431,32744714,Diagnosis;Treatment
14432,32654921,Treatment;Diagnosis
14439,32735730,Treatment
14442,32719202,Prevention;Diagnosis;Treatment
14449,32424314,Treatment
14452,32362243,Treatment;Mechanism
14460,32772742,Treatment
14468,32362051,Treatment
14477,32485858,Mechanism;Treatment
14480,32416995,Prevention;Treatment
14481,32453692,Treatment
14482,32292848,Treatment;Mechanism
14485,32677321,Diagnosis;Treatment
14487,32762171,Treatment;Mechanism
14494,32408068,Treatment;Mechanism
14500,32393592,Treatment;Mechanism
14507,32683455,Mechanism;Treatment
14511,32379921,Diagnosis;Treatment
14513,32659214,Treatment;Diagnosis
14514,32640179,Treatment;Mechanism
14517,32491112,Treatment
14519,32339344,Diagnosis;Treatment
14520,32667665,Treatment
14531,32361099,Treatment
14534,32721808,Treatment;Mechanism
14542,32510169,Treatment
14551,32237918,Treatment
14558,32611670,Treatment;Mechanism
14563,32564017,Mechanism;Treatment
14570,32328736,Treatment
14577,32325036,Treatment
14579,32279655,Treatment
14580,32731277,Treatment;Mechanism
14584,32503800,Treatment;Prevention
14586,32397847,Treatment
14588,32729633,Treatment;Mechanism
14594,32285930,Treatment
14598,32717282,Mechanism;Treatment
14599,32371815,Mechanism;Treatment
14601,32730358,Treatment;Diagnosis
14603,32584474,Treatment;Mechanism
14607,32684752,Prevention;Treatment
14608,32704455,Treatment;Mechanism
14609,32329380,Treatment
14636,32272475,Treatment
14637,32715080,Treatment;Mechanism;Diagnosis
14640,32166607,Treatment;Mechanism;Prevention
14643,32423024,Treatment
14644,32656501,Treatment
14650,32706555,Prevention;Diagnosis;Treatment
14651,32597627,Treatment
14652,32707661,Treatment;Diagnosis
14659,32726151,Treatment;Diagnosis
14661,32718715,Treatment
14664,32659225,Treatment
14666,32497168,Treatment
14668,32554533,Treatment;Diagnosis
14670,32032529,Treatment
14672,32283223,Treatment;Mechanism
14674,32501607,Mechanism;Treatment
14678,32322400,Diagnosis;Treatment;Mechanism
14687,32765274,Treatment
14690,32535573,Treatment;Diagnosis
14691,32466289,Mechanism;Treatment
14692,32218915,Treatment
14696,32418867,Treatment
14715,32394335,Treatment;Diagnosis
14729,32700681,Treatment
14737,32603531,Treatment;Diagnosis
14739,32759967,Treatment;Diagnosis
14745,32714688,Diagnosis;Mechanism;Treatment;Prevention
14747,32447232,Treatment;Mechanism
14753,32413319,Treatment;Mechanism
14756,32735799,Treatment;Mechanism
14760,32618648,Diagnosis;Mechanism;Treatment
14761,32312609,Treatment
14763,32410141,Treatment;Mechanism
14765,32385052,Treatment;Mechanism
14770,32669297,Treatment;Mechanism
14771,32267732,Treatment
14772,32767684,Treatment;Mechanism
14774,32505362,Treatment
14780,32621065,Treatment
14788,32406576,Diagnosis;Treatment
14792,32403318,Mechanism;Treatment
14807,32654931,Treatment
14813,32635289,Treatment;Mechanism
14818,32650969,Diagnosis;Treatment;Prevention
14834,32335367,Mechanism;Treatment
14836,32671793,Diagnosis;Mechanism;Treatment
14843,32324101,Treatment;Diagnosis
14847,32361836,Treatment
14851,32336080,Treatment
14867,32735546,Treatment
14868,32670618,Treatment;Mechanism;Diagnosis
14874,32407836,Diagnosis;Treatment
14882,32389025,Treatment
14883,32661867,Treatment
14884,32221153,Treatment
14890,32703420,Treatment;Mechanism
14891,32616077,Treatment;Diagnosis
14895,32432527,Treatment
14900,32765942,Treatment;Mechanism
14913,32493441,Treatment
14914,32399655,Treatment
14920,32395792,Treatment
14923,32589541,Prevention;Treatment
14924,32723442,Treatment;Prevention;Transmission;Diagnosis;Mechanism
14926,32505910,Treatment;Mechanism
14929,32464492,Treatment;Prevention
14932,32688374,Treatment
14938,32194995,Treatment
14940,32640463,Diagnosis;Treatment
14948,32361738,Treatment;Diagnosis
14950,32222027,Mechanism;Diagnosis;Treatment
14951,32739404,Treatment;Mechanism
14954,32259576,Prevention;Treatment
14958,32721984,Treatment
14964,32708357,Treatment;Diagnosis
14968,32693957,Treatment
14977,32640416,Treatment;Mechanism
14984,32741461,Mechanism;Treatment
14986,32401039,Treatment;Mechanism
14990,32339706,Mechanism;Treatment
14993,32359076,Prevention;Treatment
15004,32693089,Treatment;Diagnosis
15005,32726951,Treatment;Diagnosis
15010,32591185,Treatment
15011,32401611,Treatment
15012,32401466,Treatment
15016,32646456,Treatment;Diagnosis
15024,32434211,Mechanism;Treatment
15045,32365215,Treatment
15050,32268041,Treatment
15062,32766268,Treatment;Diagnosis
15063,32430971,Diagnosis;Treatment
15072,32726241,Treatment;Diagnosis
15080,32747135,Treatment
15082,32540736,Treatment;Diagnosis
15083,32575476,Treatment;Mechanism
15100,32389720,Treatment
15107,32297843,Mechanism;Treatment
15129,32460464,Treatment
15130,32549229,Treatment;Mechanism;Diagnosis
15132,32574334,Treatment;Diagnosis
15133,32674356,Treatment;Mechanism
15134,32487122,Treatment;Diagnosis
15138,32422349,Diagnosis;Treatment
15140,32297722,Treatment
15144,32762665,Treatment;Diagnosis
15145,32693829,Treatment
15148,32546835,Mechanism;Treatment
15153,32446287,Treatment
15154,32297156,Treatment;Mechanism
15162,32506258,Treatment
15164,32410737,Treatment
15165,32425432,Treatment;Mechanism
15166,32543208,Treatment
15170,32592114,Diagnosis;Treatment
15185,32620147,Treatment
15189,32473124,Treatment;Mechanism
15191,32454031,Treatment
15192,32332922,Treatment;Mechanism
15201,32666027,Treatment
15203,32668165,Treatment;Mechanism
15204,32329276,Treatment;Mechanism;Diagnosis
15206,32430433,Treatment;Diagnosis
15207,32395964,Treatment;Diagnosis
15216,32461674,Treatment
15218,32380315,Treatment
15219,32500793,Treatment;Mechanism
15229,32571831,Treatment
15236,32419564,Prevention;Treatment
15238,32505756,Treatment
15240,32231349,Treatment
15241,32721181,Treatment;Mechanism
15242,32321524,Mechanism;Treatment
15246,32305591,Treatment
15247,32279676,Diagnosis;Treatment
15248,32401274,Treatment
15249,32495582,Treatment
15251,32105632,Mechanism;Treatment
15253,32389590,Treatment;Mechanism
15259,32301390,Mechanism;Treatment
15264,32433291,Mechanism;Treatment
15268,32385858,Diagnosis;Treatment
15271,32358579,Mechanism;Diagnosis;Treatment
15275,32242738,Diagnosis;Treatment
15278,32373999,Mechanism;Diagnosis;Treatment
15287,32320506,Treatment
15288,32671131,Treatment
15290,32473903,Treatment;Diagnosis
15292,32362922,Diagnosis;Treatment
15293,32481380,Treatment
15298,32036774,Mechanism;Transmission;Treatment;Diagnosis
15299,32567239,Treatment
15304,32378030,Treatment;Mechanism
15309,32442294,Treatment;Mechanism
15313,32654082,Treatment
15324,32360478,Diagnosis;Treatment
15326,32652428,Treatment;Mechanism
15327,32302283,Treatment;Prevention;Diagnosis
15332,32492406,Treatment;Mechanism
15340,32399192,Treatment
15351,32356858,Treatment
15353,32464112,Diagnosis;Treatment
15359,32445400,Treatment
15360,32718669,Treatment
15365,32496238,Treatment
15368,32747155,Prevention;Diagnosis;Treatment
15371,32558354,Treatment
15375,32456945,Treatment
15376,32439730,Treatment
15393,32360773,Treatment
15395,32420609,Treatment;Diagnosis
15398,32397688,Treatment;Mechanism
15400,32541908,Mechanism;Treatment
15401,32164087,Treatment
15402,32161092,Treatment
15403,32258351,Treatment
15404,32255312,Treatment
15406,32696172,Treatment;Diagnosis
15408,32422280,Mechanism;Treatment
15421,32231328,Mechanism;Treatment
15424,32485316,Treatment
15425,32736007,Treatment;Prevention
15426,32737467,Treatment;Mechanism
15430,32594820,Treatment;Mechanism
15431,32378064,Treatment
15432,32578215,Treatment
15435,32629005,Diagnosis;Treatment
15448,32365751,Treatment;Mechanism
15456,32368737,Treatment
15464,32490715,Treatment;Mechanism
15466,32650275,Treatment;Diagnosis;Mechanism
15474,32295658,Treatment
15476,32385088,Treatment
15477,32503662,Treatment
15487,32406952,Treatment;Diagnosis
15491,32633729,Treatment;Diagnosis
15492,32473418,Treatment;Prevention
15497,32453009,Treatment
15501,32572376,Treatment
15505,32348045,Prevention;Treatment
15510,32563190,Treatment;Diagnosis
15512,32619884,Treatment
15515,32404490,Mechanism;Treatment
15524,32345579,Treatment;Diagnosis
15525,32677385,Treatment;Diagnosis
15529,32476126,Treatment;Prevention
15531,32720012,Treatment;Diagnosis
15537,32609284,Treatment;Diagnosis;Transmission;Prevention
15544,32314322,Treatment
15546,32284571,Treatment
15547,32458795,Treatment
15559,32347572,Prevention;Diagnosis;Treatment
15561,32498691,Treatment;Diagnosis
15574,32365275,Treatment
15578,32490931,Treatment;Mechanism
15584,32759966,Treatment;Mechanism
15591,32463483,Treatment
15604,32282959,Treatment
15606,32741313,Treatment;Mechanism
15607,32410807,Treatment;Diagnosis
15612,32297519,Treatment
15616,32505722,Treatment
15619,32245590,Treatment
15620,32544252,Diagnosis;Treatment
15627,32602202,Treatment;Diagnosis
15629,32419721,Treatment
15632,32382755,Diagnosis;Treatment
15640,32425051,Treatment
15641,32426374,Treatment;Mechanism
15649,32324960,Treatment
15651,32344679,Treatment;Diagnosis;Mechanism
15656,32300516,Treatment
15659,32352574,Mechanism;Treatment
15667,32558697,Diagnosis;Mechanism;Treatment
15669,32551648,Treatment;Mechanism
15682,32249063,Mechanism;Treatment
15683,32564693,Treatment;Diagnosis
15700,32729937,Diagnosis;Treatment
15705,32616087,Treatment;Prevention
15706,32740071,Treatment
15709,32710998,Treatment;Diagnosis
15712,32620916,Diagnosis;Treatment
15717,32767823,Treatment;Mechanism
15721,32388333,Prevention;Diagnosis;Treatment
15725,32690405,Prevention;Treatment
15736,32281754,Treatment
15739,32662949,Treatment;Mechanism
15740,32720611,Treatment
15745,32655577,Treatment;Mechanism
15751,32245150,Treatment
15755,32561692,Treatment;Diagnosis
15761,32378044,Treatment
15768,32574572,Treatment;Mechanism
15771,32652116,Prevention;Treatment
15777,32312571,Diagnosis;Treatment;Prevention
15780,32699615,Treatment;Diagnosis
15785,32596244,Treatment;Mechanism
15798,32077441,Treatment
15799,32321324,Mechanism;Treatment;Prevention
15811,32312365,Mechanism;Treatment
15813,32185369,Treatment
15816,32558641,Mechanism;Treatment
15818,32391371,Treatment
15826,32718376,Treatment
15833,32605306,Treatment;Mechanism
15834,32406512,Treatment;Mechanism
15836,32409501,Treatment;Mechanism
15847,32450346,Treatment;Mechanism
15848,32369205,Diagnosis;Treatment
15857,32313207,Treatment;Mechanism
15862,32376402,Treatment;Mechanism
15865,32727177,Treatment;Mechanism;Diagnosis
15873,32380565,Treatment;Mechanism
15882,32320477,Treatment
15887,32618402,Treatment
15898,32641471,Treatment;Diagnosis
15901,32433342,Treatment;Diagnosis
15904,32245780,Prevention;Treatment
15907,32346093,Treatment;Mechanism
15912,32380958,Treatment;Mechanism
15915,32712629,Treatment;Mechanism
15918,32463308,Treatment
15922,32579268,Treatment;Mechanism;Diagnosis
15927,32603901,Treatment;Diagnosis
15930,32479856,Treatment;Mechanism
15936,32503668,Treatment;Diagnosis
15943,32589146,Treatment
15951,32296808,Treatment
15953,32339387,Treatment;Mechanism
15956,32706396,Treatment;Diagnosis
15962,32353374,Treatment
15968,32585016,Treatment
15975,32423580,Treatment
15979,32388462,Treatment;Diagnosis
15981,32535032,Treatment;Mechanism
15984,32767925,Treatment;Mechanism
15990,32562911,Treatment;Mechanism
15996,32574331,Mechanism;Treatment
15997,32623296,Treatment;Prevention
15998,32543802,Prevention;Treatment
15999,32337328,Treatment
16001,32361409,Treatment;Mechanism
16003,32658285,Treatment
16007,32344310,Treatment
16008,32328378,Diagnosis;Transmission;Treatment
16014,32543892,Treatment;Mechanism
16016,32631841,Treatment;Mechanism
16017,32740765,Diagnosis;Treatment
16018,32661214,Treatment
16023,32588493,Treatment;Mechanism
16024,32696008,Treatment
16025,32712639,Treatment;Mechanism
16027,32437944,Diagnosis;Treatment
16028,32300051,Treatment
16033,32504927,Treatment;Mechanism
16045,32707833,Treatment;Mechanism
16054,32383371,Treatment
16055,32553163,Mechanism;Treatment
16057,32629768,Treatment
16058,32385225,Transmission;Prevention;Treatment
16059,32726003,Treatment
16060,32661499,Treatment;Diagnosis
16063,32418446,Treatment
16064,32421546,Diagnosis;Mechanism;Treatment
16065,32582749,Treatment;Diagnosis
16073,32636542,Treatment;Diagnosis
16074,32446313,Mechanism;Treatment
16087,32555034,Diagnosis;Treatment
16088,32297571,Treatment
16093,32409741,Treatment;Mechanism
16094,32397915,Treatment
16099,32602675,Diagnosis;Treatment
16106,32645044,Treatment;Diagnosis
16108,32687955,Treatment;Prevention
16110,32213224,Treatment;Prevention
16117,32746481,Treatment;Mechanism;Diagnosis;Prevention
16118,32655581,Treatment;Mechanism
16130,32579026,Treatment
16132,32773297,Treatment;Diagnosis
16133,32434790,Treatment
16137,32652252,Treatment;Diagnosis
16145,32434272,Treatment
16146,32687267,Treatment
16150,32425712,Treatment;Mechanism
16151,32732059,Diagnosis;Treatment
16154,32407783,Treatment
16155,32591367,Treatment
16162,32065055,Mechanism;Treatment
16165,32729180,Treatment;Mechanism
16177,32754160,Treatment;Mechanism
16182,32638337,Treatment
16183,32227189,Treatment
16186,32759016,Treatment;Mechanism
16187,32718345,Treatment
16188,32551855,Treatment;Mechanism
16189,32661757,Diagnosis;Treatment
16196,32715932,Treatment;Prevention
16204,32340389,Treatment;Mechanism
16213,32658844,Diagnosis;Treatment
16218,32200400,Diagnosis;Treatment
16220,32719737,Treatment;Mechanism
16221,32541475,Treatment
16229,32674126,Treatment
16233,32438450,Treatment
16247,32366502,Treatment;Mechanism
16255,32557383,Diagnosis;Treatment
16262,32418199,Treatment;Mechanism
16264,32709886,Treatment;Mechanism
16265,32242182,Mechanism;Treatment
16268,32589922,Treatment;Diagnosis
16279,32578770,Treatment
16280,32749644,Treatment;Mechanism
16281,32714336,Treatment;Mechanism
16286,32572842,Treatment
16290,32353762,Diagnosis;Treatment
16291,32501145,Treatment
16294,32551150,Prevention;Treatment
16301,32241301,Treatment
16308,32233040,Treatment
16311,32474033,Treatment;Diagnosis
16325,32573351,Treatment;Mechanism
16339,32646770,Treatment;Diagnosis
16340,32758872,Prevention;Treatment
16349,32374823,Mechanism;Treatment
16351,32483236,Treatment;Mechanism;Diagnosis
16366,32623082,Treatment
16372,32537135,Prevention;Treatment
16373,32763496,Diagnosis;Treatment
16374,32565254,Treatment;Mechanism
16375,32438459,Treatment
16377,32434806,Treatment
16382,32762889,Diagnosis;Treatment
16385,32275914,Treatment
16391,32534807,Treatment
16393,32367169,Treatment;Diagnosis
16395,32723343,Diagnosis;Prevention;Treatment
16396,32600860,Treatment
16399,32441351,Diagnosis;Treatment
16416,32668803,Treatment
16418,32614392,Treatment;Diagnosis
16419,32702162,Treatment;Diagnosis
16421,32290887,Transmission;Diagnosis;Prevention;Treatment
16423,32752129,Treatment;Mechanism
16424,32712394,Mechanism;Treatment
16426,32209313,Treatment
16429,32492354,Treatment
16432,32759263,Treatment
16435,32259129,Treatment
16436,32241791,Treatment
16440,32646469,Treatment
16441,32385228,Treatment
16443,32607652,Treatment;Diagnosis
16444,32464637,Treatment;Mechanism
16451,32565134,Mechanism;Treatment
16455,32334118,Treatment
16460,32649228,Treatment
16467,32742639,Prevention;Treatment
16470,32762168,Treatment
16473,32575073,Diagnosis;Treatment
16488,32599095,Treatment;Diagnosis
16493,32374474,Mechanism;Treatment
16494,32330475,Treatment;Diagnosis
16495,32747157,Treatment;Mechanism
16498,32499448,Treatment;Diagnosis
16502,32596365,Mechanism;Diagnosis;Treatment
16505,32586933,Treatment;Prevention
16507,32502659,Treatment;Mechanism
16512,32428113,Treatment;Mechanism
16515,32312797,Treatment;Mechanism
16525,32647915,Treatment;Diagnosis
16530,32398164,Treatment
16535,32641226,Treatment
16536,32677721,Treatment;Diagnosis
16539,32303915,Treatment;Mechanism
16553,32292883,Treatment
16555,32586396,Treatment
16556,32741194,Prevention;Treatment
16558,32582742,Treatment
16559,32385146,Treatment
16568,32675364,Treatment;Mechanism
16576,32466735,Diagnosis;Treatment
16579,32664570,Treatment;Mechanism
16580,32459003,Treatment;Mechanism
16596,32495575,Treatment
16606,32767801,Treatment;Mechanism
16608,32763657,Treatment;Mechanism
16609,32614684,Treatment;Mechanism;Transmission
16618,32286678,Treatment;Mechanism
16632,32356294,Mechanism;Treatment;Diagnosis
16639,32679237,Treatment
16642,32344275,Treatment
16643,32740678,Diagnosis;Treatment;Epidemic Forecasting;Prevention
16646,32246843,Treatment
16658,32540901,Mechanism;Treatment
16660,32722837,Prevention;Treatment
16663,32390971,Treatment
16669,32753065,Treatment;Diagnosis
16672,32581809,Treatment
16675,32172669,Diagnosis;Treatment
16680,32407329,Treatment
16682,32581017,Mechanism;Treatment
16684,32399895,Treatment;Mechanism
16685,32698853,Treatment;Mechanism
16688,32617120,Diagnosis;Treatment
16690,32691697,Treatment;Mechanism
16691,32275190,Treatment;Mechanism
16696,32403033,Treatment
16704,32696312,Treatment;Mechanism
16707,32647131,Treatment;Mechanism
16708,32301692,Treatment;Diagnosis;Prevention
16712,32641705,Treatment;Mechanism
16713,32587649,Treatment
16715,32733775,Treatment
16716,32336243,Diagnosis;Prevention;Treatment
16719,32348042,Treatment;Prevention
16720,32623032,Treatment;Diagnosis
16728,32748797,Treatment
16731,32362735,Treatment;Mechanism
16735,32592817,Treatment;Mechanism
16736,32339221,Treatment
16738,32618665,Diagnosis;Treatment
16748,32640492,Treatment
16759,32730095,Treatment;Mechanism;Transmission;Diagnosis;Prevention
16763,32553273,Treatment;Mechanism
16768,32634603,Treatment
16770,32760206,Treatment;Mechanism
16774,32277760,Treatment
16776,32775845,Treatment
16778,32314329,Mechanism;Treatment
16784,32628537,Treatment;Diagnosis
16787,32450087,Treatment;Mechanism
16794,32649075,Treatment
16795,32289016,Treatment
16801,32215548,Mechanism;Treatment
16803,32763660,Treatment;Mechanism
16805,32251717,Treatment;Mechanism
16815,32679596,Mechanism;Treatment;Diagnosis
16819,32507536,Treatment
16820,32571561,Treatment;Diagnosis;Prevention
16821,32639942,Treatment
16822,32273253,Prevention;Treatment
16823,32296994,Treatment;Mechanism
16825,32504637,Diagnosis;Treatment
16828,32306860,Treatment;Mechanism
16831,32617893,Prevention;Treatment
16840,32290643,Prevention;Treatment
16847,32371479,Treatment;Mechanism
16851,32615022,Treatment
16854,32445403,Treatment;Mechanism
16857,32497913,Treatment;Diagnosis
16859,32611687,Treatment;Mechanism
16870,32362921,Mechanism;Treatment
16880,32697931,Treatment
16881,32164084,Treatment
16884,32045235,Treatment;Mechanism
16890,32343593,Mechanism;Treatment
16893,32649232,Treatment
16896,32746446,Diagnosis;Treatment;Prevention
16900,32493597,Mechanism;Diagnosis;Treatment
16912,32458195,Treatment
16913,32729064,Treatment;Mechanism
16916,32549200,Treatment;Mechanism
16918,32226695,Mechanism;Treatment
16927,32294823,Treatment;Diagnosis
16929,32565599,Treatment;Prevention;Diagnosis
16943,32392562,Treatment;Mechanism
16946,32750442,Diagnosis;Treatment
16964,32350447,Treatment;Prevention
16977,32473311,Treatment;Mechanism
16979,32574312,Treatment
16987,32691021,Treatment
16989,32681447,Treatment;Prevention;Mechanism;Diagnosis
16992,32428811,Mechanism;Treatment
16995,32654378,Treatment;Mechanism
16996,32546606,Treatment
16997,32425479,Treatment;Mechanism;Diagnosis
17005,32388565,Treatment;Mechanism
17012,32719619,Treatment;Mechanism
17023,32488835,Treatment
17025,32692228,Treatment
17036,32491073,Treatment;Mechanism
17040,32409561,Treatment
17041,32734407,Diagnosis;Treatment
17043,32583808,Diagnosis;Treatment
17045,32741988,Treatment
17046,32361327,Diagnosis;Treatment
17047,32749808,Treatment
17049,32335337,Treatment;Mechanism
17050,32723027,Diagnosis;Treatment
17068,32317716,Treatment
17070,32292300,Transmission;Diagnosis;Treatment;Prevention
17086,32557648,Treatment
17088,32697015,Treatment
17089,32371556,Prevention;Treatment
17093,32434282,Treatment
17104,32355564,Treatment
17108,32591283,Treatment;Mechanism
17114,32664990,Treatment;Diagnosis
17121,32718125,Treatment
17135,32541129,Treatment
17144,32248575,Mechanism;Treatment
17147,32378729,Treatment;Mechanism
17150,32358233,Treatment
17153,32710674,Treatment;Mechanism
17161,32550259,Treatment;Mechanism;Diagnosis
17163,32339703,Treatment;Diagnosis
17181,32695551,Diagnosis;Treatment
17185,32495654,Treatment;Mechanism
17192,32591771,Treatment
17195,32640146,Treatment
17198,32542501,Diagnosis;Treatment
17202,32765844,Treatment;Mechanism
17205,32631837,Treatment
