,pmid,text,sentence,subtag
532,32651736,severe,"These patients are more likely to develop critical illness , with a high admission to an ICU and a high mortality rate .",
533,32653111,severe,in eight ( 20 % ) and critical in five ( 12.5 % ) .,
534,32653160,severe,"RESULTS : Of the 74 patients enrolled in the study , 48 ( 64.9 % ) were severe cases and 26 ( 35.1 % ) were critical cases .",
535,32653160,severe,"RESULTS : Of the 74 patients enrolled in the study , 48 ( 64.9 % ) were severe cases and 26 ( 35.1 % ) were critical cases .",
536,32654303,severe,"RESULTS : Of 52 COVID-19-positive SOT patients , 77 % were hospitalized and 35 % required ICU admission .",
537,32654555,severe,"The results showed that COVID-19 patients with hypertension had more severe secondary infections , cardiac and renal dysfunction , and depletion of CD8+ cells on admission .",
538,32654982,severe,Obesity is an independent risk factor for severe illness in COVID-19 .,
539,32656222,severe,"combination treatment of lopinavir/ritonavir and arbidol ( OR : 3.58 , 95 % CI : 1.44-9.52 ) were risk factors for liver injury in non-critically ill patients .",
540,32657473,severe,of severe illness than ARB users .,
541,32657540,severe,None of the patients using cyclosporine A developed severe pneumonia .,
542,32658845,severe,Age and hypertension were associated with severe disease .,
543,32660623,severe,"Of these , 23 % developed severe disease .",
544,32660623,severe,"A NEWS2 score > = 6 at admission predicted severe disease with 80.0 % sensitivity and 84.3 % specificity ( Area Under the Curve ( AUC ) 0.822 , 95",
545,32660623,severe,"NEWS2 score at hospital admission predicted severe disease and in-hospital mortality , and was superior to other widely used clinical risk scores in patients with covid-19 .",
546,32660623,severe,We aimed to study the performance of NEWS2 and compare commonly used clinical risk stratification tools at admission to predict risk of severe disease and in-hospital mortality in patients with,
547,32660623,severe,The main outcome was the ability of the NEWS2 score and other clinical risk scores at emergency department admission to predict severe disease and in-hospital mortality in covid-19 patients .,
548,32660813,severe,", severe comorbidities [ OR : 1.84 , CI:95 % , P-value : < 0.00001 ] , advanced respiratory support [ OR : 6.98 , CI : 95 % ,",
549,32660813,severe,"The outcomes were the age , gender , body mass index , severe comorbidities , respiratory support and the critical illness related mortality in COVID-19 .",
550,32660813,severe,"The outcomes were the age , gender , body mass index , severe comorbidities , respiratory support and the critical illness related mortality in COVID-19 .",
551,32660890,severe,"Globally , infection rates between men and women are similar ; however , men are more likely to have more severe disease and are more likely to die .",
552,32661507,severe,Elderly patients infected with 2019-nCoV tend to have higher rates of severe illness and mortality .,
553,32661928,severe,Only one patient with no finding of any severe respiratory complications was hospitalized .,
554,32662525,severe,were found in survived severe cases compared to nonsevere cases .,
555,32662525,severe,"Elder age , increased number of affected lobes , higher levels of serum CRP , chest tightness/dyspnea , and smoking history were risk factors for mortality of severe COVID-19 patients",
556,32662893,severe,"The optimal thresholds of NLR at 3.27 and 5.72 had a superior possibility for severe disease and mortality , AUC were 0.87 and 0.85 , respectively .",
557,32663912,severe,one or more severe adverse events .,
558,32664709,severe,"Patients with severe pneumonia caused by SARS-CoV-2 show more severe hypercytokinemia with corresponding lymphocytopenia than patients with mild pneumonia ; thus , early immunomodulator treatment , including corticosteroids , has",
559,32664919,severe,"inflammatory markers , severe hypogammaglobulinemia , non-White race , and mortality .",
560,32665398,severe,Severe liver damage is associated with worse outcome in COVID-19 .,
561,32665526,severe,") and the risk of developing severe disease was twofold higher in patients with positive d-dimer levels versus negative d-dimer ( risk ratio , 2.04 ; 95 % CI ,",
562,32665526,severe,Our meta-analysis demonstrates that patients with COVID-19 infection presenting with elevated d-dimer levels have an increased risk of severe disease and mortality .,
563,32665949,severe,ECMO and curative anticoagulation may be associated with severe bleeding events in # COVID19 pneumonia .,
564,32666676,severe,"( b ) That hypertension is a risk factor for severe disease in the case of SARS-CoV-2 suggests that altering hypertension treatment might alleviate disease , but the mechanisms are",
565,32667150,severe,"CONCLUSIONS : Taken together , our findings suggest that post-acute COVID-19 patients suffered from dyspnoea and shortness of breath even for minimal activities , with a resulting severe disability ,",
566,32667668,severe,remained hospitalized .,
567,32667668,severe,"54.3 % ) were discharged , and 137 ( 6.2 % ) remained hospitalized .",
568,32667699,severe,"Primary outcome was all-cause mortality and secondary outcomes were rates of mechanical ventilation , viral clearance , adverse events , discharge , and progression to severe disease .",
569,32668970,severe,of zero patient progressing from mild to severe cases in a TCM cabin hospital .,
570,32669322,severe,CONCLUSIONS : Patients hospitalized with COVID-19 had a higher incidence of severe AKI compared with controls .,
571,32669467,severe,", C-reactive protein , and procalcitonin were significantly increased , especially in severe cases .",
572,32670680,severe,Monitoring hospitalized COVID-19 patients with high sensitivity troponin can help screen for severe complications and detect them early .,
573,32671831,severe,"SARS-CoV-2 elimination , nor the hypercoagulation and innate inflammation causing severe morbidity .",
574,32671936,severe,"Reports show that patients with diabetes and COVID-19 are at an increased risk for developing severe complications including acute respiratory distress syndrome , multi-organ failure , and death .",
575,32672840,severe,CONCLUSION : Detectable SARS-CoV-2 RNA in the digestive tract was a potential warning indicator of severe disease .,
576,32673060,severe,"With placebo , 10 hospitalizations occurred ( 2 non-COVID-19-related ) , including 1 hospitalized death .",
577,32673060,severe,"With hydroxychloroquine , 4 hospitalizations occurred plus 1 nonhospitalized death ( P = 0.29 ) .",
578,32673060,severe,LIMITATIONS : Only 58 % of participants received SARS-CoV-2 testing because of severe U.S. testing shortages .,
579,32673651,severe,A severe clinical course of COVID-19 was defined by hospitalization in the intensive care unit ( ICU ) and/or invasive mechanical ventilation .,
580,32674114,severe,"Using a geographically diverse surveillance network , we describe risk factors for severe outcomes among adults hospitalized with COVID-19 .",
581,32675207,severe,"Importantly , smokers and patients with COPD are at an increased risk of severe complications and a higher mortality upon SARS-CoV-2 infection [ 3 ] .",
582,32675771,severe,are not at a greater risk of severe disease or death as compared to HIV-negative patients .,
583,32676039,severe,"The majority of patients affected by COVID-19 complained only slight symptoms : fatigue , myalgia or cough , but more than 15 % of Chinese patients progressed into severe complications",
584,32677734,severe,Increased age and the presence of comorbidities are associated with more severe disease and poorer outcomes .,
585,32677752,severe,CONCLUSION : COVID-19 patients with visceral adiposity or high IMF deposition have higher risk for critical illness .,
586,32677752,severe,"OR : 11.90 , 95CI : 4.50 to 36.14 , p < 0.001 ) were independent risk factors for critical illness .",
587,32677918,severe,"A > 100.02 mg/L , or albumin < 36 g/L , the progress of COVID-19 to critical stage should be closely observed and possibly prevented .",
588,32677918,severe,Correlation between the disease criticality and clinical features and peripheral blood biochemical markers was analyzed .,
589,32678542,severe,Severe neurologic symptoms are primarily observed in patients with severe COVID-19 .,
590,32678948,severe,Risk factors for severe disease or mortality were similar to those in other published cohorts .,
591,32681968,severe,"Among Chinese patients with COVID-19 , rates of hospitalization , critical condition , and hospitalization were high in this study , but these findings may be biased by reporting only",
592,32681989,severe,Twelve patients ( 17 % ) met severe sepsis criteria ; 14 ( 20 % ) required vasopressor support ; 21 ( 30 % ) developed acute respiratory distress syndrome,
593,32683687,severe,We conclude that cancer comorbidity is associated with the risk and severe events of COVID-19 ; special measures should be taken for individuals with cancer .,
594,32683687,severe,"A meta-analysis was used to obtain estimates of pooled prevalence of cancer in patients with COVID-19 and determine the association of cancer with severe events , after assessment of potential",
595,32683687,severe,corresponding estimates were 1.4 % and 1.9 % after correction for publication bias ; cancer was significantly associated with the events of severe cases ( odds ratio [ OR ],
596,32685436,severe,"Correlations exist between COVID-19 infection , severe elevation of D-dimer levels , and increase in the rate of complications and composite end-point .",
597,32686331,severe,We aimed to examine whether obesity is a risk factor for the critical condition in COVID-19 patients by performing a meta-analysis .,
598,32686781,severe,A severe coagulopathy with poor prognosis is found in 5-10 % of cases .,
599,32687223,severe,increasing the clinical severe situations of COVID-19 patients with hypertension .,
600,32688107,severe,independent risk factors for severe cases among older patients with COVID-19 .,
601,32692230,severe,"The patients in critically severe group had longer duration from symptom to confirmation , more severe infections , more severe lung injury , and a lower percentage of lymphocytes .",
602,32692230,severe,"The patients in critically severe group had longer duration from symptom to confirmation , more severe infections , more severe lung injury , and a lower percentage of lymphocytes .",
603,32692464,severe,"More severe/critically ill cases were associated with leukocytosis , neutrophilia , lymphopenia , elevated creatinine kinase , elevated lactate dehydrogenase ( LDH ) , and elevated prothrombin time ( PT",
604,32692647,severe,"In vitro , ViroSAL inhibited the enveloped viruses Epstein-Barr , measles , herpes simplex , Zika and orf parapoxvirus , together with Ebola , Lassa , vesicular stomatitis and severe",
605,32692862,severe,"length of hospitalization , and critical care .",
606,32693711,severe,"RESULTS : Similar to 2 other coronaviruses including SARS-CoV and MERS-CoV , SARS-CoV-2 caused severe respiratory syndrome with rapid progression and kidney injury .",
607,32695551,severe,"Survival rate of severe disease group was worse than non-severe group , 85.7 % vs. 100 % , p = 0.000 .",
608,32695551,severe,"Low platelet count is associated with abnormal coagulation function and increased risk of DIC , severe disease manifestation and increased mortality in patients with COVID-19 .",
609,32696108,severe,", 'immunomodulators ' , 'pharmacology ' , 'severe acute respiratory syndrome 2 ' , 'SARS-CoV-2 ' , and 'COVID-19 ' .",
610,32697835,severe,"Recent studies have indicated that females with coronavirus disease 2019 ( COVID-19 ) have a lower morbidity , severe case rate , and mortality and better outcome than those of",
611,32702153,severe,"Six ( 14.6 % ) patients died ( severe : 2 , critical : 4 ) ; high creatinine with low lymphocyte count was the biggest challenge of immunosuppression management",
612,32702153,severe,"Six ( 14.6 % ) patients died ( severe : 2 , critical : 4 ) ; high creatinine with low lymphocyte count was the biggest challenge of immunosuppression management",
613,32702162,severe,Elevations of both AST and ALT are mostly below 5 times the upper reference limit and are associated with severe disease and increased inflammatory markers .,
614,32702299,severe,Severe adverse reactions were reported by 24 ( 9 % ) participants in the 1 x 1011 viral particles dose group and one ( 1 % ) participant in the,
615,32702822,severe,"Primary outcome measures include mortality , clinical recovery rate , duration of fever , progression rate from mild or moderate to severe , improvement of symptoms , biomarkers of laboratory",
616,32705575,severe,Comparison between patients with different disease severity suggested early seroconversion and high antibody titer were linked with less severe clinical symptoms .,
617,32707770,severe,"ratio 98 ; 95 % CI 73-131 ) , and it does not appear to have a more severe course or a higher mortality rate than patients without cancer .",
618,32707770,severe,The number of cancer patients hospitalized with COVID-19 infection was 138 ( 11.3 % ) .,
619,32709482,severe,Seven patients died ( 27 % ) and 17 ( 65 % ) were hospitalized .,
620,32709482,severe,"Seventeen patients had a pneumonia , 8 of them severe pneumonia .",
621,32710500,severe,Eighty-seven % HP developed moderate or severe disease .,
622,32710646,severe,"Hence , inflammatory markers ( ferritin and d-dimer ) predicted severe disease , but not death .",
623,32711003,severe,"These clients have poor ARDS prognosis , severe symptoms , and the death rate is higher among COVID-19 patients .",
624,32712300,severe,risk of severe illness and mortality in COVID-19 patients .,
625,32712300,severe,"We also analyzed whether the use of these drugs affects the risk of SARS-CoV-2 infection , severe illness or mortality based on recent studies .",
626,32712309,severe,severe respiratory failure and ARDS .,
627,32712607,severe,"Compared with patients without AKI , patients with AKI had more severe organ dysfunction , as indicated by a higher level of disease severity status , higher sequential organ failure",
628,32714083,severe,"Previously , there were two outbreaks of severe coronavirus caused by different coronaviruses worldwide , namely Severe Acute Respiratory Syndrome Coronavirus ( SARS-CoV ) and the Middle East Respiratory Syndrome",
629,32714386,severe,more severe outcomes .,
630,32715628,severe,for the progression to severe disease after initial infection by the novel coronavirus ?,
631,32716553,severe,"After adjusting for confounding factors , COPD patients had higher risk of developing severe illness ( OR : 23.433 ; 95 % CI 1.525-360.135 ; P < .01 ) and",
632,32717417,severe,"The primary endpoint was severe disease , defined by death or admission to the intensive care unit in the 7 days following first admission .",
633,32718127,severe,On the admission nearly one fifth of the patients had severe diseases .,
634,32719737,severe,Improved severe hypoxia and shortened the stay in ICU and ventilatory support .,
635,32719804,severe,The proportion of severe cases was significantly elevated in adult fevered patients ( P = 0.000 ) .,
636,32719804,severe,with the risk of developing severe events in fevered adult COVID-19 patients .,
637,32719804,severe,"Furthermore , ROC Curve analysis revealed that the area under the curve ( AUC ) for CRP combined with lymphocyte proportion to diagnose severe events in fevered adult COVID-19 patients",
638,32719804,severe,"Conclusions : Adult fevered COVID-19 patients were more likely to progress into severe cases , while CRP and lymphocyte proportion were effective predictors for developing severe events in these patients",
639,32719804,severe,"Conclusions : Adult fevered COVID-19 patients were more likely to progress into severe cases , while CRP and lymphocyte proportion were effective predictors for developing severe events in these patients",
640,32719804,severe,The aim of the present study was to describe the clinical characteristics of these patients and analyze the predictors for severe events of adult fevered COVID-19 patients .,
641,32719804,severe,Logistic regression analysis and Receiver Operating Characteristic Curve ( ROC Curve ) analysis were adopted to analyze risk factors and evaluate the effectiveness of the predictors for severe events in,
642,32719810,severe,"Severe cases were more frequently found in patients with high IgG levels , compared to those with low IgG levels ( 51.8 vs. 32.3 % ; p = 0.008 )",
643,32720612,severe,The GCS treatment group had a more severe condition at baseline.Results The GCS pulse therapy proved effective and significantly decreased the CCS-COVID scores .,
644,32721533,severe,"for a severe or fatal outcome associated with COVID-19 , with obesity being the most prevalent and respiratory disease being the most strongly predictive .",
645,32721795,severe,"% ( N = 23 ) had severe hyposmia , 32 % ( N = 24 ) had anosmia , and 100 % had dysgeusia ( N = 75 )",
646,32722020,severe,"patients have been discharged , 33 % of the ICU patients still remained hospitalized ( 5 in ICU and 2 had been transferred to ward ) .",
647,32722980,severe,"Moreover , HD patients have more severe infection and inflammation with less symptoms and worse outcome .",
648,32722980,severe,"61.3 % were severe , and 38.7 % were mild .",
649,32722990,severe,Early detection and treatment for these presymptomatic patients before symptom onset can shorten the communicable period for the coronavirus and reduce the occurrence of severe cases .,
650,32723362,severe,"Patients with elevated TnI levels had significantly higher risks of severe disease , ICU admission , and death ( RR 5.57 , 95 % CI 3.04 to 10.22 , P",
651,32723362,severe,"Patients with elevated CK-MB levels were at a higher risk of developing severe disease or requiring ICU admission ( RR 3.24 , 95 % CI 1.66 to 6.34 , P",
652,32723362,severe,"Patients with newly occurring arrhythmias were at higher risk of developing severe disease or requiring ICU admission ( RR 13.09 , 95 % CI 7.00 to 24.47 , P <",
653,32723362,severe,and severe disease development or intensive care unit ( ICU ) admission .,
654,32723362,severe,"An elevated IL-6 level was associated with a higher risk of developing severe disease , requiring ICU admission , or death .",
655,32723362,severe,"Elevated CK , CK-MB , LDH , and IL-6 levels and emerging arrhythmia are associated with the development of severe disease and need for ICU admission , and the mortality",
656,32723362,severe,"The proportions of severe disease , ICU admission , or death among patients with non-elevated TnI ( or troponin T [ TnT ] ) , and those with elevated TnI",
657,32725536,severe,One study reported on the correlation between Ct values and mortality and one study reported on the correlation between Ct values and progression to severe disease ; both reported a,
658,32725691,severe,"CONCLUSIONS : With older age , diabetics diagnosed as COVID-19 were prone to developing into severe type , and exhibited a high rate of ICU admission and mortality .",
659,32726128,severe,"Testosterone on the contrary enhances the levels of the two most critical molecules , angiotensin-converting enzyme 2 ( ACE2 ) and the transmembrane protease serine-type 2 ( TMPRSS2 ) ,",
660,32726151,severe,", 627 ( 25 % ) died , and 59 ( 2 % ) remained hospitalized .",
661,32726724,severe,Radiological improvement was observed in severe cases on the seventh day of TCZ .,
662,32726868,severe,"Two endpoints were defined : ( a ) a composite outcome including death , severe presentation , hospitalization in the intensive care unit ( ICU ) and/or mechanical ventilation ;",
663,32726951,severe,"However , this conclusion might be biased , because , in some studies , the patients in the steroid group had more severe symptoms than those in the control group",
664,32727175,severe,"Of the 891 cases , 582 were severe or critical , including 423 ( 73 % ) severe and 159 ( 27 % ) critical cases .",
665,32727175,severe,"Of the 891 cases , 582 were severe or critical , including 423 ( 73 % ) severe and 159 ( 27 % ) critical cases .",
666,32727177,severe,"was significantly higher than that in the survival group ( 29 % ) , the difference being statistically significant ( P=0.024 ) .The main causes of death were severe pneumonia",
667,32727177,severe,Conclusions : ARDS caused by severe pneumonia and acute heart failure and atrial fibrillation caused by acute viral myocarditis were the main causes of death in severe COVID-19 patients .,
668,32727624,severe,length of critical care stay .,
669,32729142,severe,"Sixty-six of the 121 patients ( 54.5 % ) required hospitalization ; among the hospitalized patients , 45 ( 68.2 % ) required respiratory intervention , 20 ( 30.3 %",
670,32729937,severe,"Outcomes were comparable in both groups : transfer to critical care ( 27.4 % vs 27.3 % ; P = .991 ) , intubation ( 18.8 % vs 20.2 %",
671,32730223,severe,"HR 4.518 , CI 1.906-10.712 , P < 0.001 ) remained critical illness predictors .",
672,32730223,severe,The NLR was independently associated with progression to critical illness ; the relationship was significant and graded ( HR : 1.16 per unit ; 95 % CI : 1.10-1.22 ;,
673,32730223,severe,Twenty-nine ( 12.5 % ) patients progressed to critical illness .,
674,32732059,severe,COVID-19 infection was not found in the newborns and none developed severe neonatal complications .,
675,32732059,severe,"Four out of total 23 COVID-19 pregnant patients ( 17.4 % ) developed severe adult respiratory distress syndrome complications requiring ICU support , one of whom led to maternal death",
676,32732368,severe,CONCLUSION : Patients taking PPIs are at increased risk for severe clinical outcomes of COVID-19 but not susceptible to SARS-CoV-2 infection .,
677,32735706,severe,Overweight and obesity were independent risk factors of severe illness in COVID-19 patients .,
678,32735706,severe,"The proportions of severe illness in patients with overweight ( 12.82 % vs. 2.86 % , P=0.006 ) and obesity ( 25.00 % vs. 2.86 % , P < 0.001",
679,32735889,severe,"II carriers , we propose a hypothesis of genetic predisposition to severe lung injury in patients with coronavirus disease 2019 .",
680,32735965,severe,"CONCLUSION : IS therapies for IMIDs are not associated with a significantly greater risk of SARS-CoV-2 or severe sequelae when controlling for other factors , and TNFalpha inhibitors may decrease",
681,32735965,severe,odds of severe infection .,
682,32735965,severe,"RESULTS : Of 213 IMID patients , 36.2 % tested positive for COVID-19 , who had no greater odds of being hospitalized or requiring ventilation relative to the general population",
683,32736007,severe,"Given the experience with other respiratory viruses , we anticipate that patients may develop severe clinical disease and thus provide the following general principles for cancer centers across the nation",
684,32736197,severe,"beta-blockers , ACEI/ARB , arbidol , and ribavirin might have a beneficial effect for severe COVID-19 patients with cardiovascular disease .",
685,32736821,severe,"A mortality rate of 41,4 % was detected and the associated factors were : severe functional dependence ( OR = 3.8 [ 1.2-12.2 ] ) , moderate-severe cognitive impairment (",
686,32736969,severe,"Among 19 of the 20 studies , more severe forms of the disease were observed and in 14 of them , higher rates of complications among obese people infected with",
687,32737627,severe,Two hundred and sixty-one patients ( 22 % ) developed a severe illness after admission .,
688,32737627,severe,"Treatment with glucocorticoids increased the risk of progression from not severe to severe disease ( OR 3.79 , 95 % CI 2.39-6.01 , p < 0.001 ) .",
689,32737627,severe,CONCLUSIONS : High SOFA score and lymphocytopenia on admission could predict that not severe patients would develop severe disease in-hospital .,
690,32738466,severe,Elevated LDH levels were associated with a ~6-fold increase in odds of developing severe disease and a ~16-fold increase in odds of mortality in patients with COVID-19 .,
691,32738789,severe,Oxidative stress by Nox2 activation is associated severe disease and thrombotic events in Covid-19 patients .,
692,32738839,severe,59 % ) and severe lymphopenia present in 5 ( 22.7 % ) patients .,
693,32739424,severe,"The patients had higher severe infection and fatality rates ( 55.6 % vs. 17.7 % and 63.1 % vs. 12.9 % , respectively , all P < 0.01 ) with",
694,32739424,severe,"AKI was a predictor of fatality ( OR = 14.63 , 95 % CI : 9.94-21.51 , P < 0.00001 ) and severe infection ( OR = 8.11 , 95",
695,32739424,severe,"0.001 ] and severe infection ( Scr : MD : 7.78 mumol/L , 95 % CI : 4.43-11.14 , P < 0.00001 , BUN : MD : 2.12 mmol/L ,",
696,32739424,severe,"In conclusion , AKI is associated with severe infection and higher fatality rates in patients with COVID-19 .",
697,32739424,severe,This study aimed to investigate whether the presence of acute kidney injury ( AKI ) might increase the risk of severe infection and fatality in COVID-19 patients .,
698,32739424,severe,"We searched the PubMed , Web of Science , ScienceDirect , MedRxiv and COVID-19 academic research communication platforms for studies reporting severe infection rates and case-fatality rates in COVID-19 patients",
699,32739424,severe,The main outcomes were the comparisons of the severe infection rates and fatality rates in COVID-19 patients with and without AKI and the estimation of the odds ratio ( OR,
700,32739424,severe,) and its 95 % confidence interval ( CI ) for severe infection and mortality .,
701,32739606,severe,of the severe complications of Covid-19 .,
702,32740251,severe,severe ARDS .,
703,32740251,severe,"Among 117 patients admitted to ICU , 67 patients ( 57.3 % ) presented with proven SARS-CoV-2 infection with severe ARDS requiring PP .",
704,32740371,severe,"The proportion of developing severe illness , fever duration and the time from symptom onset to chest computer tomography improvement , and negative conversion of nucleic acid were compared .",
705,32740406,severe,CONCLUSION : Baseline use of ACE-i/ARB does not worsen outcomes in hospitalized Covid-19 African-American patients .,
706,32741931,severe,There were no significant differences in the duration of severe illness or the number of days on high-level respiratory support between a low-dose methylprednisolone group and a high-dose methylprednisolone group,
707,32742969,severe,"Two patients developed severe complications and were referred to tertiary hospital in Dhaka ( 2 and 3 days after admission ) , the capital of Bangladesh , where they recovered",
708,32743793,severe,"Patients with co-morbidities such as hypertension , cardiovascular disease , and diabetes mellitus ( DM ) seem to be more prone to severe symptoms and appear to have a higher",
709,32744710,severe,"Regarding prognosis , the proportion of severe cases and mortality in the first group were slightly higher than in the second group ( p > 0.05 ) .",
710,32745466,severe,"These patients had a mortality of 21.1 % ( 95 % CI : 14.7-27.6 ) , severe/critical disease rate of 45.4 % ( 95 % CI : 37.4-53.3 ) ,",
711,32748252,severe,There was significantly higher VATL3 and VAT/TATL3 in hospitalized patients compared to the outpatients ( all p < 0.05 ) .,
712,32748333,severe,"Only 5 patients with interstitial pneumonia were hospitalized , but there were no admissions to intensive care unit and no deaths .",
713,32748568,severe,"This study identified risk factors for severe disease in COVID-19 , specifically in an African American population .",
714,32748568,severe,The primary outcome of interest was severe disease defined as those requiring intensive care unit ( ICU ) admission .,
715,32748578,severe,"There were also fewer critical patients in the IFN group ( 7.4 % vs. 25.0 % , P=0.017 ) upon admission .",
716,32749705,severe,"Patients with a smoking history had a significantly increased risk of severe COVID-19 ( RR : 1.31 ; CI : 1.12-1.54 ; P = .001 ) , severe or critical",
717,32750000,severe,"Most pregnant women with COVID-19 were mild and moderate , and rarely developed severe pneumonia or severe adverse outcomes .",
718,32750000,severe,"Most pregnant women with COVID-19 were mild and moderate , and rarely developed severe pneumonia or severe adverse outcomes .",
719,32750000,severe,"Of the 43 childbearing-age women in this study , none developed a severe adverse illness or died .",
720,32754159,severe,"In SARS-CoV-2 infected patients , cytokine storm appears important to the pathogenesis of several severe manifestations of COVID-19 : acute respiratory distress syndrome , thromboembolic diseases such as acute ischemic",
721,32755287,severe,"OR , 1.71 ; 95 % CI , 1.39 to 2.11 ) and have comorbidities or flu-like symptoms were significantly associated with the development to severe cases .",
722,32759013,severe,and severe hypoxaemia .,
723,32759457,severe,"The model was well tested in clinical practice , enabling the hospital to increase the critical care footprint by more than 200 % during the pandemic 's surge between March",
724,32759719,severe,Besides advanced age and the presence of multiple comorbidities as major contributors to increased risk of severe disease and fatal outcome from Severe Acute Respiratory Syndrome coronavirus 2 ( SARS-CoV-2,
725,32759887,severe,"The World Health Organization ( WHO ) estimated that approximately 14 % of infections developed into severe disease , 5 % were critically ill , and the mortality rate of",
726,32759887,severe,"The World Health Organization ( WHO ) estimated that approximately 14 % of infections developed into severe disease , 5 % were critically ill , and the mortality rate of",
727,32761495,severe,"PT , more severe FDP and DD level , more inferior ATIII and Fib level than those in the non-AKI group ( p < 0.01 ) .",
728,32761993,severe,"During the follow-up , 30 % vs. 31.4 % in HBV group vs. non-HBV group progressed to severe COVID-19 ( p=0.97 ) .",
729,32762106,severe,We used logistic regression modeling to explore risk factors associated with hospitalization and critical illness .,
730,32762140,severe,A positive correlation was found between the copies of SARS-CoV-2 RNA in the cellular fraction and apoptotic CEPs/mL in severe Covid-19 patients .,
731,32762665,severe,"Multivariable regression showed that odds of being a severe/critically ill case were associated with age ( year ) ( OR 1.06 , 95 % CI 1.03-1.09 ) , lymphocyte count",
732,32762665,severe,"This study aims to describe the characteristics of patients with COVID-19 and factors associated with severe or critically ill presentation in Jiangsu province , China .",
733,32763754,severe,mitigation of severe outcomes in patients with COVID-19 infection .,
734,32763754,severe,severe outcomes in patients with COVID-19 infection .,
735,32765270,severe,According to the California Department of Public Health pregnant women were 9.6-folds more likely to be hospitalized during the 2009 influenza outbreak when compared to non-pregnant women in reproductive age,
736,32765940,severe,Severe COVID-19 and SARS infections are notable for severe T-cell depletion .,
737,32765943,severe,"They were also more prone to develop into severe or critically severe cases , receive ICU admission , and require respiratory support treatment .",
738,32766161,severe,"Importantly , three patients , one severe and two critical ill type , with increased D-dimer survived after anticoagulant therapy with continuous heparin infusion .",
739,32766161,severe,"Importantly , three patients , one severe and two critical ill type , with increased D-dimer survived after anticoagulant therapy with continuous heparin infusion .",
740,32766268,severe,"In addition , mild and moderate patients who remained stable were younger than moderate patients progressing to severe disease .",
741,32766268,severe,predictors of progression to severe disease .,
742,32766268,severe,"Meanwhile , abnormalities in 11 indicators and an abnormal coagulation function index at admission are risk factors for progression to severe disease .",
743,32766538,severe,"Interpretation : The population of patients suspected for COVID-19 infection presenting at our ED showed a very high rate of severe respiratory failure , with urgent need of a large",
744,32766541,severe,About 60.2 % of severe patients had complications .,
745,32766542,severe,Future longitudinal studies are needed to confirm our findings and better understand which patients are at increased risk for developing severe inflammation and multiorgan failure .,
746,32766565,severe,"Urine tests revealed that low beta2-microglobulin and liver-type fatty acid-binding protein levels were associated with mild disease , whereas high levels were associated with severe disease .",
747,32766565,severe,"curve 85.9 % ) , liver-type fatty acid-binding protein ; severe versus moderate + mild : 22.0 mug/gCre ( specificity 84.6 % and sensitivity 90 % , area under the",
748,32766823,severe,( 29 % ) died and 55 ( 9 % ) remained hospitalized at censoring .,
749,32766823,severe,"Severe hypoxemia ( aOR 4.25 , 95 % CI 2.36-7.64 ) , leukocytosis ( aOR 2.35 , 95 % CI 1.35-4.11 ) , thrombocytopenia ( aOR 1.01 , 95 %",
750,32766823,severe,"CI 1.00-1.01 , increase per 10x9 decrease ) , severe renal impairment ( aOR 5.14 , 95 % CI 2.65-9.97 ) , and low albumin ( aOR 1.06 , 95",
751,32767265,severe,"Of the 55 confirmed severe or critical illness cases , 10 ( 18.2 % ) patients died during the follow-up period as of March 12 with the median follow-up period",
752,32767265,severe,Nine patients received VV-ECMO for severe respiratory failure and 4 ( 44.4 % ) patients died .,
753,32767823,severe,"or progression to severe or critical pneumonia ) : RR : 0.84 ( 95 % CI : 0.73-0.95 ) , P = .007 , I2 = 65 % .",
754,32767868,severe,"( HR , 1.002 per mL ; 95 % CI , 1.000-1.004 ; p = 0.019 ) were associated with a lower risk of critical events in the severe pneumonia",
755,32767868,severe,Outcomes were evaluated according to the critical event-free survival ( CEFS ) .,
756,32767868,severe,"The critical events were defined as mechanical ventilator care , ICU admission , or death .",
757,32768693,severe,Patients who died had more severe sepsis and respiratory failure and met COVID-CS laboratory criteria longer ( median = 3 days ) compared to those extubated/never intubated ( median =,
758,32768975,severe,"RESULTS : Before QPD treatment , the combined treatment group showed higher blood C-reactive protein levels and more severe pulmonary inflammation and clinical symptoms than the Western medicine treatment group",
759,32769398,severe,"Emerging data suggest severe lung injury in COVID-19 is associated with higher levels of TNF-alpha and IL-6 , T-cell lymphopenia and exhaustion , hypercoagulability , and a macrophage-predominant immune response",
760,32769874,severe,"CT image improvement , average hospitalization time , occurrence rate of common type to severe form , clinical cure rate , and mortality .",
761,32769892,severe,"Further , 15 patients had hypoxemia , indicating more severe patients .",
762,32769922,severe,"patient hospitalization time , severe conversion rate and case fatality rate , adverse reactions , and adverse events .",
763,32771919,severe,CONCLUSION : Dyslipidemia increases the risk of the development of severe outcomes from COVID-19 infections .,
764,32772513,severe,"Results indicated that infected young macaques manifested impaired respiratory function , active viral replication , severe lung damage , and infiltration of CD11b+ and CD8+ cells in lungs at one-week",
765,32773409,severe,Younger infants and those with comorbidity were found to be at risk of severe illness .,
766,32773414,severe,"Only five ( 3.5 % ) patients required oxygen supplementation , four ( 2.8 % ) patients had severe disease requiring intensive care , one required mechanical ventilation and mortality",
